ID,figure,size,color,rotation_angle,center_x,center_y
21320,hexagon,10,#000000,48,-3,4
21321,hexagon,11,#800080,59,1,-5
21322,hexagon,13,#FFFF00,20,1,-1
21323,square,6,#00FF00,61,-4,-5
21324,hexagon,12,#800080,19,-2,0
21325,triangle,15,#000000,37,-1,-1
21326,square,9,#000000,19,-6,6
21327,square,13,#0000FF,77,1,2
21328,triangle,11,#FF0000,21,4,0
21329,hexagon,11,#FF0000,23,-4,-4
21330,pentagon,10,#FF00FF,32,3,-2
21331,triangle,7,#000000,98,4,-4
21332,triangle,14,#800080,13,0,-1
21333,triangle,11,#00FF00,78,-3,3
21334,pentagon,7,#FF00FF,26,-7,-4
21335,square,10,#FF0000,16,-5,-2
21336,square,12,#008000,70,-3,-2
21337,circle,15,#008000,0,-1,-1
21338,square,13,#FFFF00,45,-3,1
21339,pentagon,6,#FFA500,29,-4,4
21340,triangle,10,#FFFF00,62,2,1
21341,triangle,8,#0000FF,86,-3,0
21342,circle,15,#FFA500,0,0,0
21343,pentagon,15,#0000FF,4,0,-1
21344,triangle,8,#FFA500,25,5,-8
21345,pentagon,7,#00FFFF,19,5,-1
21346,hexagon,10,#FFFF00,46,-6,-1
21347,circle,13,#000000,0,-2,2
21348,circle,8,#000000,0,5,1
21349,triangle,12,#00FFFF,84,-3,3
21350,hexagon,10,#FF00FF,29,-3,-4
21351,triangle,10,#00FFFF,114,1,-4
21352,square,15,#000000,81,-1,-1
21353,square,10,#FF0000,88,-4,5
21354,triangle,13,#000000,99,-2,-1
21355,hexagon,12,#FFFF00,27,2,1
21356,pentagon,15,#FFA500,31,-1,-1
21357,circle,15,#FFFF00,0,0,-1
21358,circle,11,#FFA500,0,3,-3
21359,triangle,5,#FF00FF,2,-6,8
21360,circle,6,#008000,0,9,4
21361,hexagon,12,#FF0000,20,-2,-3
21362,square,14,#FF00FF,33,0,0
21363,square,8,#FF0000,66,1,2
21364,hexagon,11,#0000FF,9,1,-4
21365,hexagon,9,#FFA500,5,-2,2
21366,triangle,11,#008000,18,1,-2
21367,hexagon,13,#000000,28,-3,1
21368,hexagon,7,#00FFFF,32,-7,1
21369,circle,5,#00FFFF,0,1,6
21370,pentagon,14,#800080,26,0,0
21371,circle,13,#000000,0,-2,-3
21372,square,15,#FF00FF,19,0,0
21373,triangle,13,#FFFF00,38,1,-2
21374,square,11,#800080,19,-5,2
21375,hexagon,11,#008000,31,-1,2
21376,circle,12,#008000,0,0,0
21377,hexagon,11,#00FFFF,20,-2,-1
21378,hexagon,8,#0000FF,10,0,-1
21379,triangle,14,#0000FF,103,-1,1
21380,pentagon,7,#FF00FF,36,3,-5
21381,square,8,#FF0000,47,6,6
21382,pentagon,12,#800080,68,3,0
21383,circle,15,#0000FF,0,-1,0
21384,hexagon,11,#FF00FF,2,-3,2
21385,square,5,#FF0000,5,-8,2
21386,square,14,#FFFF00,36,-1,1
21387,triangle,11,#00FF00,48,-2,0
21388,square,5,#00FF00,63,-9,-2
21389,circle,6,#000000,0,9,-7
21390,pentagon,11,#008000,33,1,3
21391,square,13,#FF0000,43,0,-1
21392,square,14,#FFFF00,25,0,-1
21393,pentagon,7,#00FFFF,39,6,5
21394,pentagon,11,#000000,34,-4,2
21395,circle,5,#00FFFF,0,10,-5
21396,pentagon,10,#800080,70,5,-2
21397,square,6,#0000FF,16,3,-5
21398,pentagon,8,#FFA500,40,5,-6
21399,triangle,7,#00FFFF,4,-7,0
21400,hexagon,6,#008000,45,1,5
21401,pentagon,13,#00FFFF,15,0,-1
21402,hexagon,10,#FF00FF,51,1,0
21403,triangle,6,#FF0000,80,6,-7
21404,square,8,#000000,46,-5,1
21405,triangle,12,#FF0000,77,-3,-1
21406,square,5,#800080,6,1,-3
21407,hexagon,9,#FFA500,47,3,1
21408,triangle,14,#FFA500,102,1,0
21409,triangle,13,#FFFF00,96,-1,-2
21410,circle,11,#FF0000,0,3,-4
21411,triangle,14,#00FFFF,57,1,0
21412,triangle,13,#800080,33,-1,0
21413,circle,15,#FF00FF,0,0,-1
21414,triangle,6,#800080,72,-6,-10
21415,square,13,#008000,37,1,-3
21416,pentagon,8,#FF00FF,22,0,6
21417,square,9,#0000FF,70,6,-1
21418,circle,12,#FFFF00,0,1,2
21419,hexagon,13,#FF0000,6,1,2
21420,triangle,9,#800080,33,4,-6
21421,square,6,#FF0000,11,-6,7
21422,pentagon,12,#800080,48,0,-2
21423,square,12,#800080,34,-2,-1
21424,hexagon,7,#008000,33,3,-6
21425,pentagon,12,#FF0000,65,-2,-3
21426,triangle,13,#FFFF00,91,-2,2
21427,triangle,11,#FFFF00,24,-2,-1
21428,square,6,#FFFF00,59,7,-4
21429,hexagon,5,#FF00FF,47,-8,-11
21430,circle,11,#000000,0,-4,1
21431,pentagon,8,#FF0000,1,-8,6
21432,square,12,#FFA500,78,-2,3
21433,hexagon,9,#00FFFF,26,6,0
21434,hexagon,15,#0000FF,56,-1,0
21435,hexagon,12,#FFA500,2,-3,-2
21436,triangle,15,#FFFF00,73,0,-1
21437,hexagon,8,#FFA500,11,-7,-5
21438,square,9,#FF00FF,20,0,2
21439,triangle,7,#FFA500,77,1,-2
21440,square,10,#000000,29,0,-5
21441,pentagon,7,#0000FF,35,1,-6
21442,square,11,#800080,63,3,3
21443,pentagon,15,#000000,41,0,0
21444,square,8,#FF00FF,85,3,2
21445,circle,11,#FF00FF,0,0,4
21446,circle,8,#FF00FF,0,3,-3
21447,square,5,#008000,66,-2,2
21448,triangle,5,#000000,87,-6,-3
21449,pentagon,9,#FFA500,6,0,-4
21450,circle,6,#800080,0,-4,-8
21451,circle,7,#FF00FF,0,5,4
21452,hexagon,5,#000000,33,-6,-6
21453,hexagon,8,#00FF00,53,5,-8
21454,triangle,7,#00FF00,38,-3,-4
21455,triangle,15,#800080,69,0,0
21456,pentagon,7,#FF00FF,37,7,-7
21457,square,8,#008000,16,2,5
21458,hexagon,8,#800080,14,5,6
21459,pentagon,10,#0000FF,38,0,5
21460,circle,14,#FFA500,0,1,-2
21461,circle,15,#FF0000,0,0,-1
21462,pentagon,14,#000000,68,-2,0
21463,circle,6,#FF00FF,0,-3,8
21464,hexagon,12,#008000,30,0,0
21465,circle,5,#FF0000,0,6,-2
21466,triangle,8,#FF00FF,19,-3,4
21467,hexagon,7,#FFA500,7,-4,-7
21468,hexagon,11,#008000,52,-2,1
21469,pentagon,9,#FFFF00,20,2,-6
21470,triangle,7,#FF00FF,19,6,-9
21471,hexagon,5,#FF0000,6,6,-6
21472,triangle,15,#00FF00,116,0,0
21473,circle,9,#FFFF00,0,6,0
21474,square,9,#FF00FF,82,2,-4
21475,circle,9,#FF0000,0,2,5
21476,triangle,8,#FF00FF,28,-6,2
21477,triangle,10,#FFA500,46,-5,4
21478,circle,15,#FFA500,0,0,-1
21479,circle,10,#008000,0,0,-5
21480,square,13,#000000,23,1,-1
21481,hexagon,8,#FF0000,13,-3,-5
21482,hexagon,13,#000000,10,0,-2
21483,square,6,#00FF00,69,4,9
21484,square,12,#00FFFF,57,0,-3
21485,triangle,7,#800080,35,-4,-1
21486,hexagon,14,#FFA500,19,0,-2
21487,circle,8,#00FFFF,0,0,-8
21488,circle,14,#0000FF,0,0,-1
21489,triangle,5,#FF00FF,27,3,1
21490,pentagon,14,#0000FF,11,-1,-2
21491,circle,5,#FF00FF,0,3,3
21492,square,9,#00FFFF,49,6,6
21493,triangle,8,#FFFF00,102,0,-3
21494,square,7,#000000,31,-8,-1
21495,square,14,#800080,8,0,-1
21496,circle,8,#FF0000,0,-4,3
21497,hexagon,11,#FF00FF,22,-1,2
21498,square,14,#000000,62,1,-1
21499,triangle,14,#FF00FF,45,-2,0
21500,triangle,15,#FF00FF,94,-1,-1
21501,square,6,#FF00FF,47,5,-5
21502,hexagon,15,#000000,50,-1,0
21503,square,9,#FF0000,89,-7,5
21504,square,13,#0000FF,8,0,-3
21505,circle,15,#FF0000,0,-1,-1
21506,hexagon,9,#FF0000,54,-2,-2
21507,triangle,14,#FF0000,14,-1,-2
21508,pentagon,10,#800080,48,-6,5
21509,triangle,9,#000000,50,-1,-2
21510,square,11,#FFFF00,4,-5,4
21511,square,14,#00FF00,29,-2,-1
21512,pentagon,14,#00FF00,50,0,1
21513,triangle,13,#000000,46,1,1
21514,hexagon,10,#800080,4,-6,-2
21515,triangle,14,#FFFF00,71,0,-1
21516,square,9,#00FFFF,0,4,5
21517,square,15,#FF00FF,49,0,0
21518,circle,6,#00FFFF,0,-5,-5
21519,square,10,#000000,36,-3,-5
21520,square,15,#FF00FF,57,-1,-1
21521,triangle,5,#00FF00,104,-10,-1
21522,pentagon,12,#008000,48,-4,1
21523,circle,9,#008000,0,-6,-2
21524,square,7,#000000,67,7,-1
21525,circle,7,#FFFF00,0,3,-8
21526,square,9,#FF00FF,35,-7,3
21527,circle,8,#008000,0,-7,-5
21528,triangle,14,#00FFFF,15,1,0
21529,circle,12,#FF00FF,0,0,1
21530,triangle,10,#FF0000,84,5,-1
21531,square,5,#FFFF00,78,9,-6
21532,square,15,#FF0000,40,-1,0
21533,triangle,7,#800080,90,4,-4
21534,circle,7,#00FFFF,0,-5,1
21535,triangle,7,#0000FF,30,-8,6
21536,pentagon,13,#FFFF00,33,-3,1
21537,square,9,#FFA500,49,6,-1
21538,triangle,10,#008000,86,-5,1
21539,triangle,11,#800080,81,0,-3
21540,circle,12,#000000,0,1,-1
21541,circle,5,#0000FF,0,-4,-1
21542,pentagon,10,#000000,24,-6,1
21543,circle,10,#00FF00,0,-6,2
21544,hexagon,6,#FFA500,45,8,-7
21545,pentagon,5,#FFFF00,14,3,2
21546,square,15,#008000,67,-1,-1
21547,hexagon,15,#FF0000,37,0,0
21548,hexagon,15,#800080,19,-1,0
21549,pentagon,15,#FF00FF,50,-1,-1
21550,square,8,#FFA500,86,3,-6
21551,hexagon,12,#FF0000,35,-1,-3
21552,triangle,7,#800080,74,3,-9
21553,hexagon,6,#0000FF,33,8,9
21554,triangle,7,#800080,42,7,-6
21555,pentagon,15,#0000FF,12,0,0
21556,triangle,14,#FFA500,96,-2,-1
21557,square,8,#FF0000,40,3,-7
21558,pentagon,7,#0000FF,23,2,-3
21559,triangle,8,#800080,3,-5,-8
21560,hexagon,6,#FF00FF,35,0,7
21561,triangle,12,#800080,95,-1,-1
21562,hexagon,5,#00FF00,42,-4,4
21563,pentagon,14,#00FF00,31,-2,1
21564,circle,14,#008000,0,1,-1
21565,hexagon,5,#800080,46,-9,-5
21566,triangle,12,#FFA500,26,0,3
21567,circle,6,#FFA500,0,-9,1
21568,hexagon,15,#000000,36,-1,0
21569,circle,8,#00FF00,0,1,-6
21570,circle,5,#00FF00,0,7,3
21571,pentagon,11,#00FFFF,35,-5,-2
21572,pentagon,11,#00FF00,25,2,-2
21573,square,15,#FF00FF,59,-1,0
21574,square,11,#00FF00,29,4,-1
21575,hexagon,9,#00FF00,34,5,3
21576,triangle,9,#FFA500,119,6,4
21577,triangle,12,#000000,58,-2,-2
21578,circle,14,#FFA500,0,-1,0
21579,square,5,#FF0000,78,-6,-3
21580,pentagon,5,#FF0000,54,-3,8
21581,triangle,6,#00FF00,30,1,-5
21582,square,12,#00FF00,75,0,3
21583,pentagon,5,#008000,40,-3,-10
21584,hexagon,7,#00FF00,37,-8,-2
21585,pentagon,13,#00FF00,60,-1,-1
21586,circle,11,#008000,0,3,0
21587,triangle,12,#00FFFF,74,3,-2
21588,square,9,#00FF00,28,-7,-6
21589,pentagon,7,#800080,50,7,-2
21590,square,12,#FFA500,1,-4,1
21591,hexagon,5,#FFA500,59,-10,4
21592,hexagon,11,#008000,2,2,-3
21593,square,9,#FFA500,14,-2,0
21594,pentagon,5,#800080,11,-3,7
21595,square,11,#00FFFF,66,-2,1
21596,square,5,#00FF00,79,2,-2
21597,circle,12,#00FFFF,0,0,1
21598,triangle,13,#008000,29,-2,1
21599,pentagon,5,#000000,45,-1,-10
21600,triangle,7,#800080,85,-9,-6
21601,square,8,#FFFF00,76,6,-6
21602,square,7,#800080,83,-4,2
21603,triangle,12,#000000,77,-2,-1
21604,circle,10,#FF0000,0,-2,4
21605,triangle,11,#008000,88,-3,-1
21606,circle,13,#008000,0,0,-2
21607,square,11,#FF00FF,43,-5,3
21608,circle,15,#FF0000,0,0,-1
21609,pentagon,13,#FF00FF,40,-3,-1
21610,square,11,#FF00FF,21,0,-2
21611,triangle,10,#FF00FF,113,-2,-3
21612,pentagon,5,#800080,71,0,-4
21613,triangle,7,#FFA500,51,-3,1
21614,circle,5,#FF0000,0,-4,1
21615,pentagon,6,#FFFF00,21,7,-5
21616,hexagon,8,#000000,31,-5,-5
21617,pentagon,11,#00FFFF,34,-2,-2
21618,hexagon,8,#FFFF00,18,0,0
21619,triangle,11,#0000FF,9,-2,-3
21620,pentagon,8,#00FFFF,47,6,1
21621,pentagon,9,#FF00FF,20,4,-4
21622,hexagon,11,#800080,28,4,-4
21623,triangle,7,#008000,12,7,-1
21624,circle,5,#008000,0,-11,0
21625,hexagon,8,#008000,39,7,-6
21626,pentagon,5,#FF0000,66,-8,-6
21627,triangle,8,#00FFFF,17,3,6
21628,circle,9,#0000FF,0,3,0
21629,pentagon,13,#FFFF00,61,1,-1
21630,triangle,14,#FFFF00,28,-2,0
21631,pentagon,7,#800080,52,0,0
21632,triangle,10,#00FFFF,95,-4,-2
21633,hexagon,5,#00FFFF,10,-1,6
21634,triangle,13,#00FFFF,36,-2,2
21635,square,10,#800080,63,0,0
21636,square,5,#FF00FF,30,1,4
21637,triangle,8,#000000,74,7,1
21638,triangle,11,#FFA500,54,1,-5
21639,hexagon,8,#800080,5,6,-3
21640,circle,9,#00FF00,0,0,-4
21641,circle,15,#000000,0,-1,0
21642,triangle,12,#800080,89,1,-4
21643,triangle,13,#800080,42,-3,-1
21644,triangle,7,#FF0000,98,3,6
21645,hexagon,6,#FFFF00,16,-8,-5
21646,circle,7,#FF0000,0,1,-9
21647,pentagon,13,#0000FF,25,-1,-1
21648,hexagon,7,#FFA500,2,6,-3
21649,triangle,9,#FFA500,55,0,-1
21650,triangle,8,#FFFF00,87,6,2
21651,circle,14,#00FF00,0,1,-1
21652,square,7,#800080,60,4,-7
21653,pentagon,12,#FFA500,59,1,-4
21654,triangle,10,#FF00FF,8,2,-1
21655,triangle,9,#800080,75,-2,2
21656,pentagon,11,#0000FF,13,1,1
21657,pentagon,14,#000000,12,0,-2
21658,hexagon,14,#800080,10,0,0
21659,circle,7,#800080,0,6,-7
21660,pentagon,6,#FFFF00,13,-3,-5
21661,pentagon,5,#0000FF,42,8,5
21662,triangle,12,#FF00FF,33,3,-3
21663,pentagon,7,#FFFF00,61,5,1
21664,pentagon,15,#FF0000,45,0,-1
21665,circle,13,#800080,0,-3,1
21666,pentagon,14,#800080,56,-1,-1
21667,hexagon,6,#FF00FF,54,-8,-1
21668,triangle,14,#00FFFF,57,-1,-1
21669,circle,8,#00FFFF,0,0,0
21670,circle,13,#FF0000,0,0,-3
21671,circle,5,#FFA500,0,-1,2
21672,hexagon,15,#00FFFF,31,-1,-1
21673,triangle,11,#00FFFF,26,3,-5
21674,triangle,15,#000000,3,-1,-1
21675,pentagon,13,#FFA500,71,-2,-3
21676,square,8,#008000,68,-6,4
21677,circle,5,#008000,0,-4,8
21678,triangle,13,#FFA500,71,0,-3
21679,hexagon,6,#000000,45,5,3
21680,triangle,8,#FFFF00,3,7,-2
21681,circle,15,#FFA500,0,0,0
21682,square,15,#00FF00,46,0,-1
21683,hexagon,7,#000000,37,5,-2
21684,pentagon,9,#FFA500,50,5,-7
21685,pentagon,7,#FF00FF,39,-5,1
21686,square,7,#FF0000,33,-6,-5
21687,circle,12,#800080,0,-2,-4
21688,pentagon,13,#FFA500,32,-1,2
21689,square,13,#0000FF,81,0,-3
21690,circle,14,#0000FF,0,0,1
21691,triangle,11,#0000FF,9,-4,1
21692,square,15,#0000FF,74,0,-1
21693,square,5,#800080,30,-4,8
21694,pentagon,12,#800080,48,-3,-1
21695,square,6,#000000,6,1,4
21696,pentagon,9,#FF00FF,35,2,4
21697,pentagon,7,#00FF00,43,5,5
21698,pentagon,10,#00FF00,55,3,-4
21699,pentagon,7,#000000,18,3,-2
21700,pentagon,14,#FFA500,49,0,-1
21701,triangle,9,#0000FF,109,5,-1
21702,square,6,#0000FF,7,-2,-4
21703,pentagon,15,#FF0000,18,-1,0
21704,square,9,#FF00FF,71,-7,-2
21705,triangle,5,#008000,94,2,4
21706,hexagon,8,#800080,35,-1,7
21707,square,11,#00FF00,56,4,-5
21708,square,10,#0000FF,50,-6,-5
21709,square,6,#FFA500,84,-1,-9
21710,pentagon,8,#FFA500,43,7,-4
21711,square,5,#00FF00,88,7,4
21712,circle,13,#FF00FF,0,2,-2
21713,square,5,#FFA500,81,2,-8
21714,pentagon,7,#800080,31,6,7
21715,triangle,7,#008000,35,-2,7
21716,triangle,10,#FF00FF,43,-4,-3
21717,triangle,5,#008000,42,-8,-11
21718,triangle,15,#FF0000,34,-1,0
21719,triangle,15,#FF00FF,93,-1,-1
21720,triangle,11,#000000,37,3,4
21721,circle,14,#FF0000,0,-1,-2
21722,hexagon,13,#00FFFF,39,2,-2
21723,triangle,14,#FF00FF,57,-1,1
21724,triangle,15,#00FFFF,113,0,0
21725,triangle,6,#FFFF00,42,2,-2
21726,circle,7,#FF00FF,0,7,-9
21727,pentagon,10,#000000,36,-5,-1
21728,pentagon,5,#FFFF00,58,7,-9
21729,hexagon,8,#FFA500,0,-7,-7
21730,square,5,#FF00FF,1,6,-10
21731,pentagon,15,#000000,25,-1,0
21732,triangle,5,#FFA500,104,-9,2
21733,square,10,#000000,61,4,-5
21734,square,8,#000000,63,-5,-2
21735,square,12,#0000FF,3,-4,2
21736,triangle,9,#0000FF,29,3,1
21737,triangle,8,#800080,55,-4,-8
21738,triangle,7,#FFA500,73,-5,-3
21739,hexagon,10,#FFFF00,57,-1,-2
21740,pentagon,12,#800080,29,-3,-1
21741,circle,6,#0000FF,0,-2,-4
21742,square,15,#008000,41,-1,0
21743,circle,5,#FF0000,0,10,3
21744,hexagon,5,#FF0000,33,3,5
21745,pentagon,9,#FFFF00,45,6,-6
21746,square,11,#FFFF00,32,1,3
21747,pentagon,9,#008000,47,5,-7
21748,square,12,#00FF00,61,0,0
21749,square,14,#FFA500,20,0,0
21750,triangle,5,#000000,8,9,-9
21751,circle,7,#FFA500,0,-8,2
21752,circle,15,#008000,0,-1,0
21753,square,5,#FFA500,10,-5,10
21754,pentagon,12,#FFFF00,19,-3,3
21755,circle,8,#FF0000,0,-6,0
21756,square,13,#00FFFF,69,2,0
21757,pentagon,8,#008000,2,-8,-1
21758,circle,7,#008000,0,6,-2
21759,hexagon,13,#0000FF,34,1,2
21760,hexagon,12,#FFA500,53,0,1
21761,square,6,#000000,76,7,5
21762,triangle,6,#0000FF,88,5,5
21763,triangle,9,#FF0000,20,6,2
21764,circle,13,#FFFF00,0,-2,0
21765,circle,11,#800080,0,4,-4
21766,pentagon,9,#FF0000,30,-6,2
21767,circle,12,#FF00FF,0,0,0
21768,circle,15,#800080,0,-1,0
21769,pentagon,11,#000000,58,3,0
21770,hexagon,9,#FFA500,47,-3,-3
21771,circle,9,#800080,0,4,4
21772,hexagon,15,#800080,49,-1,0
21773,hexagon,15,#FFA500,0,-1,-1
21774,hexagon,11,#00FFFF,49,-5,0
21775,circle,9,#800080,0,3,-3
21776,square,11,#000000,40,-1,4
21777,pentagon,14,#008000,17,-2,0
21778,hexagon,6,#FFA500,54,0,5
21779,circle,10,#0000FF,0,-3,2
21780,circle,15,#FF0000,0,-1,0
21781,hexagon,12,#008000,15,-2,-4
21782,square,6,#FF00FF,4,6,-3
21783,circle,15,#00FFFF,0,-1,-1
21784,triangle,7,#008000,114,-7,-3
21785,circle,8,#008000,0,-7,5
21786,triangle,11,#FF00FF,63,2,3
21787,pentagon,7,#FF0000,67,8,-6
21788,triangle,15,#800080,53,0,0
21789,circle,7,#FFA500,0,-4,7
21790,hexagon,11,#FFA500,42,0,-4
21791,pentagon,11,#00FFFF,8,-1,0
21792,pentagon,5,#FF00FF,60,-8,-3
21793,hexagon,13,#00FFFF,13,-3,-2
21794,circle,10,#FF00FF,0,3,-3
21795,square,15,#008000,72,-1,-1
21796,pentagon,10,#00FFFF,59,4,-3
21797,square,6,#FF00FF,41,0,6
21798,pentagon,13,#0000FF,53,-2,-3
21799,triangle,5,#FF00FF,61,2,-8
21800,circle,10,#0000FF,0,-5,-1
21801,hexagon,12,#FFFF00,41,-1,-2
21802,square,6,#008000,45,-10,4
21803,circle,5,#FFFF00,0,6,-4
21804,square,15,#FF0000,36,-1,0
21805,circle,7,#FFA500,0,0,-6
21806,square,6,#FFFF00,39,-4,2
21807,pentagon,8,#000000,7,-8,3
21808,pentagon,6,#008000,13,4,4
21809,triangle,15,#0000FF,81,0,-1
21810,square,14,#FFFF00,38,1,-2
21811,pentagon,13,#FFA500,43,-1,2
21812,circle,8,#000000,0,7,3
21813,hexagon,14,#0000FF,48,-2,0
21814,triangle,15,#FF00FF,82,-1,-1
21815,square,5,#FF0000,28,-1,8
21816,hexagon,6,#00FF00,15,3,-7
21817,square,5,#00FFFF,22,-10,-6
21818,triangle,14,#800080,113,1,0
21819,triangle,11,#FF00FF,94,4,-3
21820,triangle,13,#000000,35,-2,-2
21821,square,10,#800080,65,1,4
21822,pentagon,11,#FFFF00,11,-2,0
21823,square,15,#00FFFF,64,-1,0
21824,triangle,5,#800080,85,-7,-6
21825,pentagon,7,#FF0000,24,-3,-6
21826,hexagon,15,#008000,23,-1,0
21827,hexagon,9,#FFA500,17,4,1
21828,pentagon,15,#FFA500,28,-1,-1
21829,pentagon,13,#800080,13,0,0
21830,triangle,15,#FF0000,44,-1,0
21831,triangle,8,#00FFFF,41,-6,2
21832,square,9,#FFA500,63,0,1
21833,pentagon,12,#FFA500,46,-3,-2
21834,triangle,7,#008000,106,3,2
21835,triangle,11,#00FF00,5,4,-4
21836,pentagon,12,#FFFF00,34,3,-3
21837,hexagon,7,#00FF00,26,0,0
21838,pentagon,6,#800080,24,-4,-10
21839,triangle,14,#FF00FF,52,-1,-2
21840,triangle,8,#FF00FF,12,-7,-6
21841,square,13,#FF00FF,44,-2,-1
21842,circle,11,#FF0000,0,-2,4
21843,circle,11,#00FF00,0,-2,2
21844,square,10,#FFA500,25,3,0
21845,square,9,#FFA500,89,-7,-7
21846,square,6,#FFFF00,2,-5,8
21847,circle,13,#0000FF,0,-1,-2
21848,hexagon,7,#800080,29,-1,2
21849,circle,7,#FFFF00,0,3,4
21850,triangle,14,#800080,83,1,-2
21851,circle,15,#00FF00,0,0,0
21852,pentagon,7,#000000,40,6,-4
21853,triangle,12,#0000FF,108,-4,1
21854,square,10,#FF0000,43,-2,-6
21855,triangle,6,#00FF00,12,9,-3
21856,square,5,#00FF00,57,2,9
21857,pentagon,8,#FF0000,69,-6,-6
21858,pentagon,15,#FFA500,18,-1,-1
21859,triangle,5,#800080,11,3,-3
21860,triangle,5,#800080,76,-8,0
21861,circle,11,#0000FF,0,2,-2
21862,triangle,7,#00FF00,36,-4,-8
21863,triangle,8,#FFFF00,49,3,3
21864,hexagon,15,#008000,2,-1,-1
21865,hexagon,9,#FFA500,45,5,-1
21866,triangle,9,#000000,2,-1,-6
21867,pentagon,13,#FF0000,7,1,1
21868,square,10,#0000FF,0,-6,2
21869,circle,11,#000000,0,-3,-2
21870,circle,12,#00FFFF,0,-3,-2
21871,circle,5,#00FFFF,0,-11,-8
21872,circle,12,#FFA500,0,-3,-2
21873,square,12,#FF0000,68,3,-3
21874,square,10,#00FF00,48,1,-1
21875,square,5,#00FFFF,50,-5,-11
21876,square,12,#800080,58,-3,3
21877,square,13,#00FF00,27,2,1
21878,pentagon,10,#00FFFF,2,4,0
21879,hexagon,13,#800080,47,1,0
21880,triangle,15,#008000,76,-1,-1
21881,triangle,12,#000000,102,2,-3
21882,triangle,10,#00FFFF,69,-2,0
21883,triangle,11,#FFFF00,28,2,-2
21884,hexagon,5,#FFA500,19,0,10
21885,circle,7,#0000FF,0,6,1
21886,square,9,#800080,69,4,3
21887,square,15,#0000FF,75,0,-1
21888,hexagon,11,#0000FF,9,0,-5
21889,circle,13,#800080,0,1,-1
21890,square,6,#800080,1,7,3
21891,hexagon,13,#FFA500,7,2,2
21892,pentagon,12,#00FF00,40,1,1
21893,pentagon,7,#00FFFF,12,3,8
21894,circle,14,#000000,0,0,-2
21895,square,8,#0000FF,21,2,-7
21896,square,11,#800080,6,-4,4
21897,pentagon,9,#FF00FF,38,6,6
21898,hexagon,15,#FFFF00,42,-1,0
21899,square,11,#00FFFF,6,-2,-1
21900,square,6,#FFA500,9,-1,0
21901,square,9,#FFA500,61,-2,-2
21902,triangle,11,#FF00FF,80,-4,-2
21903,hexagon,5,#0000FF,10,7,-5
21904,pentagon,6,#00FFFF,52,4,8
21905,square,5,#00FFFF,34,-4,9
21906,hexagon,13,#000000,26,-1,1
21907,circle,14,#FF00FF,0,-2,0
21908,circle,5,#FFFF00,0,4,-6
21909,hexagon,5,#000000,23,1,0
21910,pentagon,9,#FFA500,37,-1,0
21911,hexagon,5,#FFA500,34,-2,-1
21912,square,12,#FF00FF,22,-3,1
21913,triangle,8,#800080,4,-7,-5
21914,hexagon,7,#800080,8,-7,-8
21915,triangle,13,#FFA500,110,-3,1
21916,pentagon,13,#00FF00,10,-2,0
21917,square,5,#008000,67,-1,2
21918,hexagon,9,#FFA500,23,6,-4
21919,hexagon,8,#FF0000,3,-1,-3
21920,hexagon,12,#FFA500,34,-4,0
21921,circle,14,#0000FF,0,-1,1
21922,circle,5,#FF00FF,0,-9,10
21923,circle,5,#00FFFF,0,-3,6
21924,hexagon,5,#FFFF00,22,10,2
21925,hexagon,8,#FF00FF,15,5,1
21926,circle,13,#FFFF00,0,-1,2
21927,pentagon,15,#FF00FF,36,-1,-1
21928,circle,9,#FF0000,0,0,4
21929,hexagon,15,#FFFF00,47,-1,-1
21930,square,14,#00FF00,59,-1,0
21931,hexagon,15,#FF00FF,35,0,0
21932,circle,9,#FF0000,0,0,3
21933,circle,7,#800080,0,-3,-1
21934,square,10,#0000FF,72,3,1
21935,pentagon,7,#000000,71,5,-6
21936,square,11,#0000FF,22,2,-2
21937,circle,11,#0000FF,0,3,3
21938,hexagon,15,#FFA500,47,0,0
21939,square,7,#FF0000,36,-4,-1
21940,hexagon,7,#800080,5,-1,-8
21941,square,6,#FF00FF,77,2,5
21942,square,10,#0000FF,16,1,2
21943,hexagon,15,#FFFF00,28,-1,0
21944,hexagon,14,#00FFFF,47,1,-1
21945,circle,8,#FFA500,0,6,-2
21946,hexagon,9,#008000,4,5,4
21947,circle,14,#0000FF,0,0,1
21948,circle,6,#FFA500,0,-7,6
21949,circle,14,#FFFF00,0,0,0
21950,square,10,#000000,48,-6,5
21951,square,11,#FF0000,64,1,-5
21952,pentagon,7,#FF0000,40,7,-7
21953,square,12,#FFA500,20,-3,-4
21954,pentagon,14,#008000,68,0,-1
21955,pentagon,12,#FFFF00,64,0,0
21956,hexagon,14,#FFFF00,26,0,0
21957,triangle,12,#000000,53,-2,-2
21958,square,9,#000000,73,1,-2
21959,pentagon,7,#0000FF,36,5,-7
21960,pentagon,6,#FFA500,16,9,-7
21961,square,12,#FFFF00,69,-2,-3
21962,square,12,#000000,21,2,-1
21963,circle,14,#000000,0,-1,-2
21964,circle,9,#800080,0,4,0
21965,circle,8,#0000FF,0,1,-3
21966,square,6,#FF00FF,2,-10,9
21967,square,5,#FF0000,18,-10,-5
21968,triangle,15,#FF0000,81,-1,0
21969,pentagon,10,#00FF00,54,1,3
21970,hexagon,5,#00FFFF,8,9,6
21971,square,13,#FFA500,69,2,1
21972,circle,9,#FFFF00,0,-7,-5
